Topic,Count,Name,Representation,Representative_Docs
18,79,18_nail_salon_gel_polish,"['nail', 'salon', 'gel', 'polish', 'manicure', 'pedicure', 'pedi', 'mani', 'color', 'tech']","['im one complain create <org> account solely purpose salon absolutely disgust way <org> conduct business nnive go quite time refer friend even buy gift certificate two occasion gel manicure start peel short day get long story short go recently use stale bottle gel polish leave nail thick color uneven woman help fix problem put regular nail polish top gel anyone gel experience know peel right insist come back peel less 48 hour later start come go back redo gel fresh bottle polish nearly identical color different brand per request offer pay would accept payment additional tip 20 two day prior nni go back usual appointment today find nail tech one sit front far leave corner different girl last time argue nowhere ask additional swipe top coat one nail rude get go even respond ask day scream yes scream last time come ask nail redo day later new color ie ask use stale polish stick regular polish change color tell pay service loyal client tip generously expect look great mention never come back woman get pedi chair next waited outside talk applaud speak mind feeling wont go back either', 'im sure place great review read <org> review drive 30 minute house location star usually mean expect pretty good service excite find nail salon frequent since move nnthe experience start well enough sit quickly even saturday morning work pedicure gel manicure time man pedicure show price list ask pedicure want point one include callus scrub promptly tell didnt need know get distinct impression didnt want service tell time still want service tell give pedicure decent begin chip day unacceptable since typically last without chip one month nnthen manicure begin girl manicure snooty act like favor ask question something relate nail service completely ignore ask think didnt hear nope ignore gel manicure use electric file nail never completely defeat purpose want nail degrade degree would get acrylic ask use tell want gel buff way 100 true continue act like favor sheer presence nothing less revolt go way throughout entire manicure even change color pick toe supposedly perfect match system gel color regular toe color way perfect match unhappy gel polish last day chip badly mine usually last 23 week correctlynnall pay 85 manicure pedicure last day treat like inconvenience ive wait month write review think maybe little harsh time realize horrible experience account accurate account event angry tirade come back', 'today look new nail salon since im move <fac> warm spring place first pop <org> also friend <person> leave place good review time check outnnmy appoint set 630 get around 620 accommodate right away thing im used nail salon gel manicure model usually browse although know color want nails would still like browse cause sometimes change mindnnmoving oni ask reg pedicure well aaa gel mani lady pedicure hurt kinda see photo toe start bleed let go cause die happen sometimes mail tech would apologizennnow mani ask lady matte nail polish doesnt seem like shes nail polish like patient tell want ring finger different color forget use paper towel get rid wrong color bug cause didnt take cleanly turn tv already start clean mean know theyre already one salon close late make feel like theyre rush get alsothey dont use lotion massage forearm like nail salon think maybe im last client want gonennas pay counter guy tell 70 gel nail regular pedi ring bell head cause normally around 5565 something like get go website look price since list anywhere store say 35 gel mani 25 reg pedi felt little rip plan purchase 35 50 guy tell use deal get deluxe pedi youre suppose call ask even though doesnt say deal <org> either way still honor deal nice also charge use card nnoverall experience wasnt great others forever loyal <org> envy even little far']"
19,76,19_chinese_food_rice_chicken,"['chinese', 'food', 'rice', 'chicken', 'noodle', 'asian', 'sauce', 'restaurant', 'shrimp', 'dish']","['upscale <org> restaurant modern decor <org> furniture people nnthis necessarily equate good authentic chinese food nndecide want go eat food see happen place bennthis doubt white man chinese food splash place seennnmost favorite chinese restaurant sketchy decor great food fact authentic chinese restaurant poor health infraction almost shut health violation nnwe ate family style share shrimp lobster sauce singapore street noodle pepper steak cantonese lemon chicken nnthe shrimp lobster sauce actually good sister restaurant <org> less expensive singapore street noodle curry taste expect noodle could crisp soggy pepper beef actually kick maybe little muchnnour server <person> excellent accomodating nnthe main reason go gift card nnonce authentic chinese food make parent grandparent white man chinese food always shake head difference', 'wow lot star review <org> suspect many give heavy hand review sentimental favorite guess even rating slightly bias way star people mean cannot get good woohoo good get ok ill end rant get reviewnnin short typical old school mandarin szechuan style chinese restaurant decor slightly tire really care decor anyways neighborhood chinese restaurantnnstaff couldnt friendlier family run gather take service quick efficient include almond cooky sauce utensil fortune cooky nice packet go order everything package wellnnthe menu diverse variety typical chinese item aware dish like moo goo gai pan alternate name like snow white chickennnstill goodon foodnni order bbq pork slice kung pao chicken dish call bo bo shrimp nnthe bbq pork slice generally fatty place however piece slice thin dry also seasoning permeate meat much also sauce good char siu sauce per se maybe im spoil good bbq pork also realize appetizer could good flavorfulnnthe kung pao chicken average first im appreciative chinese restaurant use dark meat instead white dry add lot peanut little overpowering felt like elephant lot cubed green pepper onion lot sauce make typical kung pao chicken bad wasnt bad star great either dont know really understand phoenix area chinese place compel throw ton vegetable kung pao itd nice relatively vegetableless meat dish order vegetable separately like order good chinese place compare place phoenix probably good ive star amazingnnthe bo bo shrimp bread shrimp dish spicy brown sauce positive taste ginger garlic come sauce breading shrimp heavy fall eat perhaps take get soggy ill reserve judgement dine person ive plenty take shrimp always like would prefer lighter coat achieve dusting cornstarchnni see place get accolade relatively speak isnt lot good accessible chinese food phoenix well unless go <org> <org> <fac> etc much well aroundnnwith say youve read review youll see big fan locally run nonchain restaurant dont let review scare much im picky high expectation certainly could order item difficult make poorly mushu pork mongolian beef etc chose <org> difficult pull properly please try place form opinion least mine', 'give family style chinese restaurant past remember sit find animal friend chinese calendar <org> harken back memory like place town service impeccible owner restaurant remembers everyone walk door epitomize great service restauranteur nnthe food <org> standard chinese fair nothing authentic hear separate menu provide chinese people ive try sweet sour pork 875 great gingery sauce little different im use cashew chickn kung pao chicken 825 good dish lack sauce flavor department dish plenty veggie chicken nut fairly bland overall hot sour soup one best ive ever include plenty medium size shrimp tofu mushroom etc ive well tasting good quality food elsewhere difference absolutely marginalnnoverall id say great place go good ol fashion chinese american meal family friend full bar complete signature drink like chinese itch zombie typhoon make restaurant special sense familiarity get staff even youve twice case']"
20,71,20_lunch_sandwich_chicken_salad,"['lunch', 'sandwich', 'chicken', 'salad', 'food', 'good', 'order', 'eat', 'time', 'org']","['go location <fac> couple night ago around 10pm order wedge salad appetizer trio wing order extra crispy salad come first pretty good seem topping except salad dress appetizer trio come next bit disappointment potato skin werent good mushy seasoning salt spice also bacon soft mushy nacho edible nothing write home little mushy get one top guacamole pretty bland buffalo chicken plank little undercooked taste otherwise good buffalo wing come last happy crispy way like wing crave walk place void fill nnthe service little slow sit bar people bar table people elsewhere place seem start close time take 10 minute get drink bartender drop wine bottle wait clean hear amaze account accident serve nni would go back next time crave wing decent wing really hard find south hill maybe day service faster definitely order wedge salad wing careful order appetizer', 'ate <org> lunch friday busy always table open people stream seat promptly drink order take quickly help several dish shrimp find average flavor anything top chicken wing look cooked perfectly flavornonethey hot temperature bland even though look good hot sour soup good lack vinigar flavor try small portion several dish find anything good would go back none bad drink refill quickly however puzzeled sense invisibility eat one ask food good like eat wait staff speak chinese think dining experience could good acknowledge speak overall rating food would average point average try find positive issue rating buffet place low margin profit deserve fair impartial comment say place ample parking clean eat area sufficient dish satisfy lunch crowd want quick service inexpensive food cure hunger way eat update review', 'first visit <org> despite work area look new restaurant give whirl lunch pull trusty <org> app decide <org> nnwe arrive around 1215 place pretty empty people trickle order wasnt crowded coworkers order gyro lunch special set site lamb schwarma sandwich last minute decide try soujouk sandwich fry diet soda guy take order presume owner promise would like soujouk highly recommend itnnour food come quickly everyone pretty pleased meal felt portion size little slim price definitely didnt feel cheat sandwich tasty best ive ever ill try see like food well id definitely skip fry next time opt salad rice instead definitely lackluster nnoverall good meal still look forward try menu item give another chance']"
21,69,21_class_gym_instructor_yoga,"['class', 'gym', 'instructor', 'yoga', 'workout', 'trainer', 'fitness', 'membership', 'studio', 'join']","['treadmill class keep pant button figure time review <org> exactly aok price membership feel get exactly pay solid calorie burn experience maybe class two thrown nnive go <org> four year ever visit one brief stint one <fac> wildcat felt ease away <org> gym hangout like mention membership decently price even budget equipment aok top line rarely break run treadmill 20 minute ever get one tv build nni really go <org> cardio free weight overtake much gym large selection bike treadmill ellipticals even busy time aka gymaholics happy hour always seem find treadmill relatively quickly nnthe class <org> deserve another star review spot class rotate spin kick boxing pilate recently zumba love teacher energetic kick butt music fast paced motivating class agenda stay current nnthe bathroom locker room nice enough space small army weightloss hungry gym goer pas sauna pool ive never try either look appeal always tell swim havent make pool yet last two highlight gym would day care class offer brand new juice bar idea day care yay nay worth mentioning warn bottle h20 whopping 200 yikes nnso suggest <org> youre like use gym focus work look workout get get sweat get reasonable amount time', 'ive never use spa review strictly gym membership work year truthfully would pay full price gym high price offernnon positive note facility small non threaten good like really gym people overall machine well kept easily get access one right away offer ton free weight schedule class im huge fan yoga workshop <person> really describe posture good body wonderful class take beginner yoga really understand full benefit practice cant speak class seem like fun people religiously attend nnoverall great low key gym locate <org> price front desk service could pass', 'im sure ill get lot negative response review take time read review understand right inform everyone experience opinion mean full fledge yogi claim enlighten whatsoever practice yoga close year visit multiple studio california nevada ni understand everyone need make living survive certain fee must charge yoga instructor live also understand nevada time take class studio experience bad unemployment country consider base survey unhappy place live country ni participate class <person> <org> studio nin way yogic charge mat rental fee provide donation bucket musician perform class pack many student teacher training course regular class schedule throw without notice also yogic participate studio yogi pull gas guzzle luxury car snipe parking space walk late class arrogantly stride front room practice even though anywhere 30 minute late believe yoga teacher credible provide nice quality class hard find calm center charge exorbitant rate surround bunch let honest wealthy client superior believe attitude teacher staff allow client run show even accommodate late customer ludicrous <org> online blog even defend customer come class late explain responsibility student arrive time practice stand judgement concentrate remain completely focus class blog entry continue explain student luxury employ excuse unemployed employed alright sit tight student fortunate enough job walk feel like universe right season art meditation may drop class schedule allow infuriate people allow even encourage operate personal timing nhow problem student leave enough time come yoga class problem tired sit open mediation listening door open loud foot pound across studio slam purse wallet cell phone key cubby hole loudly unravel mat slap across floor add insult injury teacher acknowledge late student thank late student grace presence case im sure sarcastic time believe sincere sentiment nanother aspect studio disgust boutique yoga clothing book cds candle jewelry explain yoga clothes flimsy shirt read heart yoga sanctuary generally price well 4000 tank top item highly price buy item online fraction price object obtain inner peace enlightenment yoga thing yoga want yoga status wealth guess never able practice yoga without designer yoga clothes regular clothing job special class musician class offer different time year musician accompany yoga instructor class set schedule others one time event course class cost understand instructor musician must receive compensation charge class class wicker donation basket put understand need make money however isnt responsibility studio provide proper compensation musician pay time apparently best class take studio 1000 cash drop class yes read right must pay 1000 cash otherwise class 1700 state resident must prove state id driver license bill state address 2000 state visitor yes card rate base proof lack proof provide sure bring mat charge mat rental fee use mat']"
22,68,22_dog_pet_vet_person,"['dog', 'pet', 'vet', 'person', 'animal', 'groomer', 'groom', 'care', 'cat', 'dr']","['drop dog <org> go town weekend pleased wonderful staff quality care providednnmy dog board im sure arent easy visitor however confident receive best care could get staff <org> nnill start staff first time call know truly passionate run business already put ease even drop dog offnnwhen drop dog surprised nice doggie room cage shelterlike barricade actual roomsnnthey also camera throughout facility monitor dog afterhours live video send directly owner iphone awesome thatnnand yet another perk place keep dog lock take walk playtime pay extra wiggle wag rotate dog play area every hour dog kind sketchy dog like mine problem bring alone everything include price reasonable waynnafter see great pet resort im definitely consider take dog obedience class would recommend place everyone another fabulous <org> find', 'people please spay neuter pet please make sure dog dogfriendly bring parknnin term space location shade place great separate area small dog big dog bench human sit play first time bring little dog <fac> great time run around little dog seem really enjoy dog owner friendly obviously come long enough time know well summer probably best come early morning 7pm still hot water fountains best bring bottle water bowl everyones dog drink everyone elses bowlsnnthe last two time ive however different story little boy neuter dog hump relentlessly nonfixed unsupervised dog worse yet owner finally see hump laugh say happening cute social friendly puppy get complex become wary dog since continuously violate fun since im constantly pick shoo dog nnas another review say owner get carry away chat seem forget dog definitely watch pooping nnso watch dog please make sure theyre friendly harass think im go explore park well', 'place great look wash dog layout selfwash good reason give place star horrible experience groomer name <person> call inquire grooming tell include wash nail trim ear cleaning haircut make appointment week advancennwhen time appointment drop dog groomer friendly tell lock dog cage didnt even take second ask anything talk since busy work another dog leave wait take hour call back pick dog nni friend pick dog since couldnt pay grooming fee plus tip saw dog come surprise hair wasnt cut nails werent trim left ear super red call groomer voice concern instead make right make excuse say quote clarify say want dog say didnt chance since make hard talk mention want make appointment plus shouldnt inform grooming package include nail trim hair cut thats expect response quote dont remember every appointment book unprofessional maybe write least friendly enough talk customersnnto make matter bad dog get ear infection left ear cost 6000 treat difficult try put ear drop dog 10 day treatment experience leave dog scar touch head earsnnif dont want go hell go groom youll waste money misinform get service want give trauma dog treat unprofessionally']"
23,64,23_thai_curry_pad_dish,"['thai', 'curry', 'pad', 'dish', 'spicy', 'noodle', 'rice', 'spice', 'basil', 'sweet']","['one star make sick cute decor taste like real thai food order pad see ew tofu soup thai salad menu limited papaya salad pad see ew mushy signature thai flavor soup ok best three dish taste maybe run ingredient taste like real thai food would eat thats bad work downtown love <org> review <org> seem fake <fac> still place go actually every thai try town well oh service lack good first impression', 'aok thai restaurant like peanut sauce bit sweetness much thai food might rank new thai spot little high though arent flavor go thai food lunch order thai ice tea garlic fried rice curry noodle soup nnthe thai ice tea free <org> check cool creamy almost border sweet side could one glass stuff nnthe garlic fried rice pretty solid bold interesting flavor although think bit spiced salt wasnt greasy fatty taste fairly light unique flare small bite cabbage throughout around big serving bite need take rest togo nnthe curry noodle tell young chef sort base <person> hop prepare point didnt ingredient basically soupy bangkok style curry soft boil egg flat noodle chicken onion various spice etc bit sweet side bit peanut sauce couldnt finish soup noodle bit chewy hopefully isnt noodle dish always cook decent curry base khao soi might work well rest ingredient balance sweetnessnnoverall place pretty decent although style cooking bit sweet isnt unpleasantly sweet mean say isnt look thai food give try dont forget check <org> free thai ice tea', 'busy day shopping hankering thai pull handy dandy <org> app saw place good review look picture menu decide chicken pad thai pineapple fry rice green curry shrimp place order phone want utilize takeout enjoy meal home im sure alter quality meal think ive never good pad thai takeout experience different upon arrival home 10 minute drive open pad thai gelatinous casing like last night pad thai would take picture dont think <org> order justice establishment green curry ok must metric system high multiple order dish spice level must think say 20 sweat four bite pad thai spoonful curry nnthe pineapple fry rice standout good way sweetness raisin pineapple go well rice overall cook rice point nnthe green curry spicy overall ok im sure would come back']"
24,60,24_montreal_poutine_crepe_fac,"['montreal', 'poutine', 'crepe', 'fac', 'place', 'best', 'good', 'french', 'delicious', 'serve']","['high end mall boundary montreal right cusp <fac> <fac> check <org> one best wine selection <org> montreal', 'overall nmache perfect lunch rainy day food service price great meal last long enough pass storm normally id say worth go way mention poutine enough knock starsnnfood nmy partner split order poutine single best traditional poutine montreal gravy perfect enough cheese try shepherd pie label way think translates chinese pie trio delicious meat spice perfectly didnt need even pinch salt potato enough compliment flavor without overwhelm partner vegetarian pie really enjoy comment texture inclusion eggplant skin try ill say pretty good boreale tap isnt uncommon montreal perfect round mealnnservice nour waiter really friendly moreso anyone else serve montreal chat little near end answer question really well overall obviously concerned good timenndecor price ni think decor <org> cute really like blackboard menu remember really nifty light inside side wall also want comment everywhere eat montreal place cheap end lot food', 'let start story experience first start montreal search best breakfast montreal work conference <person> come join weekend mini vacation mission find best brunch montreal concierge recommend <org> <fac> aka <fac> along <fac> research <org> rave review little realize <org> 10 long block away hotelnnnwe walk east hastings montreal saw cathedral poverty two guy fight backpack another lie side street slightly intrigue yet slightly nervous light come side tunnel arrive <org> place fill sunshine literally sunny logo yellow decor cheerful staffn nthe food tasty egg truly incredible many variation hearty breakfast egg benny omelette crepe waffle name portion huge entree come toast prebuttered choice sourdough whole grain white etc sometimes dont feel like pancakesnspinach cheddar omelettennomelette make bacon ham sausages frankfurter bologna spinach green onion tomato onion red pepper green pepper mushroom cheddar serve roast potato toastneggs ben et dictinenntwo poach egg english muffin cover hollandaise sauce serve roast potato fresh fruitnnnthe ironic part experience <person> discover later night <org> wasnt standalone diner chain franchise canada one locate coquitlam less 10min walk home oh irony love younnso occasionally return <org> hearty delish brunch also nostalgic reason sometimes good laughnnnapparantely go <org> website madness adventurenthe adventure begin may 1987 <person> buy small diner montreal saint laurent district month operation <person> change diner mission make breakfast specialty combine fruit cheese cereal omelettes crepe french toast culinary magician <person> start whole new breakfast concept quebecn nham swiss cheese omelettenomelette make ham swiss cheese serve roast potato toastn n10 star egg skillet au gratin nskillet egg bed potato serve fresh fruit toast bacon ham sausages frankfuters bologna spinach green onion tomato onion red green pepper mushroom cheddarnnthey daily smoothie special today mango pineapple banananthe table next bagel smoked salmon serve heap pile fruit look absolutely amazing also cinnamon brioche make french toast serve egg bacon also fruit guess know order next time return au reviournnnps come early place get really busy esp weekendsnpps coffee apparently expensive <org> grande drip coffee']"
25,58,25_breakfast_egg_pancake_bacon,"['breakfast', 'egg', 'pancake', 'bacon', 'toast', 'hash', 'morning', 'coffee', 'brown', 'biscuit']","['visit area get recommendation <org> one best breakfast food come hot fresh cooked basic breakfast egg potato sausage good good good much look exterior great breakfast reason five star soft drink', 'go breakfast one open early weekend morning walking ambience nice however much compliment give order standard breakfast egg toast sausage potato first service slow take around 15 minute get food busy early morning toast burnt egg still bit raw hash brown pile grease sausage bland one offer refill coffee lastly price pay absolutely overprice honestly would much prefer go <org> spend dollar breakfast expect mediocre instead experience', 'usually work night breakfast usually lunch people say rare occasion im 11am get little excited eat breakfast food usually <org> togo place nnas name suggest serve typical breakfast faire omelet breakfast meat egg plate waffle pancake etc menu centralize around always versatile protein nnmy personal favorite scramble specifically <org> scramble medley scramble egg ham bacon sausage mushroom onion bell pepper simplicity win <org> consistency quality food keep return customer also give option toast banana nut muffin meal urge opt muffin mighty tasty nnservice good date get busy primetime breakfast hour especially sunday nnso youre area ignore national franchise pancake house diner come work']"
26,57,26_italian_pizza_pasta_bread,"['italian', 'pizza', 'pasta', 'bread', 'italy', 'good', 'food', 'meatball', 'sauce', 'know']","['old italian man absolutely know shit kitchennthats <person> owner amorenand one thing tony know make italian sausage homemade meatball nyouve get trust raise four hairy upperlipped italian woman whose job make sure good cook shortstop spend weekend summer idle time play sous chef mom aunt nthis make uniquely qualify know thing italian asnn italian woman dont believe feminine hygiene product razorsnn <person> <person> really saint singer mom still makesn sign cross mention sinatrann hand grind 120 pound pork shoulder every month makingn homemade sausage likely account right shoulder nown go practically commandnnand make sausage meatball family event know thing two good sausage nntony hand make best italian sausage city every restauranteur know supply sausage one time eat last night bring back flood memory good one eitherni dont know italian woman beat kid wooden spoon suffice say fuck propernntry ncall <person> tell youre party want meatball sausage appetizer menu itemshis sandwich good <org> next door pizza mediocre best certainly bad reviewer would believe nnfocus meatball sausage wont sorry make decent gravy', 'friend italy come visit hear <org> best town think would restaurant choice really lot hype <org> dont really understand ive eaten nncame friday night put name tell would hour 145 minute wait really tiny place fit 30 people maximum walk <org> next doornnonce finally get seat wait 130 minute order fairly quickly since famish nni order biancoverde pizza add red sauce italian friend say cant pizza without red tomato sauce also come ricotta mozzarella cheese top argula friend order margarita pizza mozzarella basil nnthe food take another 2025 minute think bread complimentary apparently order nnno matter great food 2hour wait ridiculous forewarn didnt free like oneofakind pizza place dont get wrong love woodfired pizza long wait nnmy italian friend say pizza crust good issue cheese say wasnt authentic guess many place valley wont truly authentic italian cheesesnnthe pizza definitely delicious crust slightly burn eat whole pie myselfnnbottom line dont come hungry expect wait come good friend since youll plenty time catch', 'understand restaurant high rating anywhere italian love good italian food make homemade take boyfriend <org> birthday thoroughly disappoint almost everything nfirst positive note beautiful location great atmosphere perfect romantic datensecond negative know manage make salad taste bad taste bitter bland lack real preparation pasta flavor depth excitement dont know italian food suppose warm inside fulfill sens sight smell course tastenwhen finish meal waiter ask tell really impressed disappointed expect something much quickly get defensive proceed quote award rating receive mention italian say food use different region rude unaccommodatingnni problem pay 2030 per plate quality back waste time money anticipate fabulous italian food dont mind pay nice atmosphere mediocre overprice food marcellino might place']"
27,57,27_massage_spa_person_facial,"['massage', 'spa', 'person', 'facial', 'treatment', 'relax', 'therapist', 'foot', 'appointment', 'room']","['first mistake go <org> first go <org> reverse order <org> set expectation really highnnthe first thing upset book reservation phone <person> tell would cost 100 hour massage would include full access facility amenity get receptionist tell dont offer 100 massage mistake say 135 plus automatically include 18 gratuity ask speak <person> <person> say positive didnt quote 100 100 another massage deep tissue contradict first girl say say didnt even offer 100 massage ask speak manager go look manager go quite awhile head gym start work outnnwhile run treadmill three woman suit walk little awkward dress nicely meanwhile sweat pour body thanks coolrunningcom couchto5k training program ive follow breath lol mean make sound like plugnni explain situation one main lady explain dont 100 massage way quote figure mention <person> say 100 massage say way massage could get close price would coupon ask coupon say ask would honor coupon discount give circumstance say couldnt coupon good monday friday saturday finally give tell would still get massage already get late didnt want search another massage placennthe facility okay keep mind <org> day couldnt help compare two head locker really ghetto hard time open finally one worker tell need push hard door enter number combination work like charmnnthe deep tissue massage good girl really friendly nice mention girl <org> give advice give tip way improve posture', 'visit <org> spa day courtesy <org> special anxiously look forward day indulgence relaxation month ala leave disappointedni read new <org> prior spa day also mention appointment confirmation voicemail suppose fault preconception term lounge mean envision serene area separate noise hustle bustle salon spa client wait service case separate area spa treatment throughout service could lot conversation banging door hair dryerssimply relaxing atmospherenmy spa day start facial <person> first tell receive treatment waxing room one room use facial room book presume steam hot washcloth facial primary gripe <person> ask whether relax proceed chat 10 minute facial yes relax want chat also didnt want rude nnwhen facial complete <person> leave dress go find treatment next learn suppose go massage <person> walk hallway <person> <person> discuss massage overhead <person> say go really short massage didnt know suppose mean since voucher normal 50 minute massage <person> leave <person> bring room proceed tell another appointment noon since facial <person> run long upsold eyebrow wax massage would cut short ask meant couldnt understand okay cut massage short agree pay money extra service <person> <org> wasnt offer sort refund time go take massage tell didnt mean anything except massage go short totally bizarre respond pay full 50 minute respond wouldnt fair client appointment delay wow felt like indirectly say normal client therefore important im fairly certain make strange facial expression finally say would go speak front desk um yeah initially without make back back book problem come back inform front desk go rearrange schedule would receive full 50 minute massage outcome appropriate think incredibly unprofessional involve problem massage think <person> applied way much pressure uncomfortable unable relax 50 minute never ask whether pressure level right every masseuse ive ever check point didnt want say something seem annoyed early conversation <person> room also next staff room massage run lunch hour one point grimace pain room reek chinese food envision think spa daynfinally go manicure pedicure <person> <org> great selection polish include late fun color <org> <person> nice manicure pedicure service would relax except proximity salon area <org> provide manicure pedicure adjacent maybe 10 foot separation stylist unfortunately pedicure stylist 20 foot away chat quite loudly continually swear sht fck etc client client somewhat old woman look miserable dont mind swearing dont really want hear im try relax although <person> nice didnt trim toenail evenly side nails werent paint allnni leave <org> without feel relaxed definitely relieve hadnt pay full price mediocre experience', 'despite living near place often see ad recently try always leary chain massage place hear story pushy sell membership override importance actual massage recent <org> event wife win gift card 50 minute relaxation gift card give gift card since yet use massage gift card give another place apart fear chain massage location almost always receive awesome massage independent therapist local massage business another reason hesitant try place nnhand stone nice place lobby mostly inviting relax placement product sale deters somewhat relaxation experience room nicely equipped clean smell nice one review cliched want give star come play massage decent yes well massage yes leave relaxed feel like jello usually massage would go back maybe base proximity atmosphere']"
28,50,28_scottsdale_bar_location_org,"['scottsdale', 'bar', 'location', 'org', 'place', 'great', 'patio', 'phoenix', 'town', 'fac']","['go scottsdale april last 20 year scottsdale culinary festival 10 year ago consierge hotel recommend <org> great mexican food go back lunch ever since fly phoenix lunch <org> drive scottsdale always look forward great salsa chip especially flour chip last year order regular taco salad disappointed longer come flour tortilla shell new favorite fish taco chile rellenos lunch menunthis place doesnt necessarily best mexican food country outdoor dining pleasant atmosphere cold beer hot day always hit spot', 'offense local glendale glitter chocolate downtown mall hastily develop around silver jiffy popcorn pan <org> misnomer professional football team <org> name omnipresent <org> distance learning professional college <org> <org> local base employment dot com arena home <org> really north snobsdale aka scottsdale snotsdale shesgottail <org> <org> story high shape like football stadium huge billboard face water fountains redeeming valuennit populate typical scottsdale type restaurantsbig decor small taste chain restaurant peddle chef designer highly stack fusion flavor mask average casual food large tab per serve nneven hords young large bossomed hostesses bartender waitress black tshirts attraction first ubiquitous scottsdale downtown phoenix around <fac> move west side valley <org> <org> <org> <org> formula chain average mass think get something special arent nnmeanwhile superbowl early year reason complex complete new football <fac> come go housing boom collapse westside house price drop 30 40 consequently within couple block luxury condo auction <org> atop store empty new office building nthe anchor <org> also <org> kierland poser nicely lit largely empty conference center attach might get occupancy football season weekend <org> nearby get summer bargain hotelnnthis classic valley gaudiness bad set conveniently <fac> <fac> near agua fria riverbed otherwise vast open field former farm land still decent mall within mile beacon young bored westsiders look something besides quiet bedroom community strip mall convenience store', 'drive <org> know busy sure people give low start fan club loyal drink food dont ever think place good group people hang nnthe scottsdale location put <org> bar side <fac> <org> side find great mixture dress scottsdale folk well tshirt wear crowednni hope see positive review place see self bar large following']"
29,49,29_waitress_food_get_order,"['waitress', 'food', 'get', 'order', 'go', 'table', 'come', 'server', 'take', 'seat']","['wife like eat <org> go year slowly go hill food great service par horrible spot back corner strip mall half empty store always eat around night never half restaurant full service always slow point carry shame enjoy food tonight last straw arrive restaurant 745 pm table eat order food come quickly receive food didnt see waitress waitress prepare close night 830 sign read closing time 930 another waitress come fill drink almost complete dinner order go soup original waitress come bill clean plat bill include go soup waitress bar chat away neglect customer wait patiently 15 minute waitress return pick card come back explain soup miss bill never receive soup go say soup would shortly ask would like talk manager service receive tonight say manager wasnt one authority present express happy service receive disappointed receive service empty restaurant polite tell hasnt first time food half star service star', 'go couple free gift cardsnwe call ahead set 615pm get around 610 wait till around 620 point tell follow hostess table ohh wait havent clean table yet finally around 630 able seat ask <person> outback special tell change every day ask waitress nnour waitress shortly table take drink order appetizer order time couple next table seat later ask waitress outback special say steak everything go fine around 730 still wait salad soup look couple seat usthey get entree finally around 745 get cold soup warm salad soup sit long film top waitress say new people back run behind week finally food come manager come accord say kitchen run behind food come tell sit wasnt fresh hotnneverything else go well nnoverall im stupid know food sit pas awhile forget dont give line tell truth comping bloom onion doesnt make good forget customer tell truth', 'horrid work restaurant understanding come eat first time life tip come thursday night people seat leave literally 25 min walk bartender get send someone take order order take food take substantial amount time obviously lot expect food come cold get 1000 island burger fry onion ring bottom half bun soggy fell apart second pick ask another bun replace everyones fry cold lukewarm completely cold one come check refill drink understaffed either lot server stand around talk table specifically could tell point glare finally server come ask ready check friend say didnt want pay fry cold server go rant manager right front point make annoyed facial expression towards table take 150 fry charge soda order say would take take card still charge soda return receipt server go back fix total charge apologetic manager come speak table never go back waste time money couldve go <org> get good cheap burger wouldve save hour half torture unprofessional establishment ever wouldnt surprise close month']"
30,49,30_buffet_food_org_crab,"['buffet', 'food', 'org', 'crab', 'worth', 'good', 'eat', 'quality', 'selection', 'vega']","['go splurge buffet vega make good one buffet <org> doesnt compare great buffet vega nnthe food variety okay little pancake give caviar taste awful definitely buffet good food quality surennfrom remember customer service good nnoverall nothing really special place', 'buffet place binge almost kind food imagine would think almost every buffet strip deserve star rating exceptionsnnlets start fact wait line locate super close din area group seat near entrance buffet line get ridiculously long people stand right front normally wouldnt really much problem stand way path foodnnits average buffet food range mediterranean asian mexican seafood im seafood lover always find head straight crab legs say want get money worth buffet small tray crab legs quite depressing im use <org> <org> huge selection crab leg still find get plate serving though crab legs im eat itnnnothing else really appeal 3cheese ravioli find heavy even italian food pesto alfredo alright nothing worth rave put guess last thing add place poorly light little dim liking thats personal preferencennall buffet may pas good buffet high quality food big selection', 'okay buffet go lunch food selection alright mostly asian food compare buffet <fac> price little expensive compare buffet la area']"
31,49,31_airport_terminal_flight_wifi,"['airport', 'terminal', 'flight', 'wifi', 'car', 'luggage', 'security', 'layover', 'free', 'fac']","['far one warm crowded airport ive tonnim sure big airport take stroll throughout whole facility saw every terminal bustle people seat fill many people stand wait flightnnrestrooms fairly clean like attendant ensure sink dry paper towel every dispenser hey even basket candy im surprise airport usually see attendant overseas airportsnnmost airport staff member friendly shop owner also friendly talk shop thing selection restaurant however isnt great layover isnt long shouldnt big issuenntheres free wifi take forever connect whether iphone mac also airport need charging station arent enough go around thousand people go terminalsnnand yes <person> mention please turn damn ac every terminal suck get argument <org> cashier suck even knowing heat add frustration', 'excellent room service well worth price time pick airport time drop back airport <org> staff attend need highly recommend', '<fac> imagine quite busy airport people fly constantly world airport must keep constant traffic think great job shuttle constantly come airport delivering return visitor strip also monorail line drop people right inside terminal soon get plane slot machine available dont waste time gambling option lot slot machine throughout massive airport make good last ditch effort win money fly away back normal life plenty food option airport along store venue entertainment airport relatively easy navigate clean staff seem somewhat cheery definitely approve airport']"
