Topic,Count,Name,Representation,Representative_Docs
9,41,9_show_ticket_venue_seat,"['show', 'ticket', 'venue', 'seat', 'concert', 'see', 'org', 'theater', 'person', 'crowd']","['ive <org> three time great venue size city prior <org> wasnt much available really small place arenanni four show recent <org> march <org> last week two along <org> 2012 indoor show inside stage feel kind like club big enough accompany decent crowd huge feel totally disconnect performance always quick service bar even huge crowd try get drink bartender friendly drink outrageously price concert venue refresh daysnnin summer 2012 saw <person> outside part venue great well nice able either stand crowd take seat grass watch hill nni already buy ticket <org> june plan see arctic monkey also june well show come look like ill definitely get far acquaint <org> summer', 'every time find concert partially disappointed happy hey air condition know acoustic great oh im excite venue little intimate since theater small huge stadium arena rememberit seem like one design theater sit theater herselfnthe seat arent stagger enough stuck look person head front well hope youre taller person front seat nearly half size seat regular movie theater prepare squish sardines pack like themnnseating aside headliner ive see great back college friend drag see <person> concert awesome experience year ago watch tosh0 hilarious experience comedian open something go mics couldnt understand half thing say <org> probably favorite concert sound amaze felt like <org> close <person> sing since voice strong sing dictionary always sound worldnnlast night saw <org> tour band include <org> <org> <org> <org> <org> concert much fun exactly <person> say would bring 90 back guess theyre planning make concert yearly definitely recommend come see exactly concert fancy video special effect like rise stage fog prop great alternative music seem lack day cant wait catch <org> <org> <person> headling last summer earth tour july 25th', 'previously saw music show <fac> wasnt sure go big difference compare show <org> since enjoy show much last time decide go watch get ticket early probably find discount <org> website get ticket 30 definitely recommend sit main floor close center aisle get full view everything thats go nnthe show bit different show <org> production value high costume set get upgrade youve see show <org> story line add new routine best part take mask end sure end every show didnt nnthe <fac> theatre big seat like movie theater seat individual hollywood theatre <org> seat booth pack people one tiny booth uncomfortable hollywood theatre small felt intimate definitely check show ticket reasonable vega show even meet greet pass discount']"
10,39,10_tan_appointment_facial_person,"['tan', 'appointment', 'facial', 'person', 'product', 'dr', 'salon', 'frame', 'spray', 'call']","['look clean luxuriess tan salon quality high level bed beyond customer servicethis tan salon go place customer last year new ownership id rate 10 could owner wonderful people always make feel welcome appreciate salon always imaculately clean provide deoderant wet wipe towel use tan simply put tan salon 30 mile radius opinion remotely compare service quality bed cleanliness overall relaxing luxerious experience <org> chandler stop tell <person> owner say hello send youshe get good giggle god bless enjoy tan experience', 'good luck get response place try couple different spray tan salon valley introduce <org> past pleased spray tan result service receive place think couldnt go wrong purchase voucher <org> twinkle tan well could nnany girl know important people call beauty service welcome attentive expect kind service try different place try least time make appointment via text recommend voicemail electronically website go long period time even get response accomodated yet well im hold breath voucher expire without get use dont waste money like', 'please make note review contain information salon provide service pay please proceed caution deal themnnalso owner write note question validity review base negative review completely ignore positive one look review store one give place good score review outside one person obviously hes scammer nnplease forgive one star isnt zero star system otherwise gladly would award wreck salon one none case may nnfirst complaint attitude inexperience spot idea theyre salonnni member different salon note franchise accountability corporate office explain extreme lack professionalism come one closer house nni ask special package first come explain choose 12session package little 100 tell give choice bed want nnthe first time go everything go relatively smoothly except charge tanning canister require able tan pay whatever tan bed spray tan ritual repeat every time go innnthe second time go everything go south idea session etc eventually figure go way repeat step two tan etc nnevery single time one could figure go would stand 10 minute wait tan figure account idea happen personally wasnt problem consumer disposable income economy right screw ups go something decadent tan simple forget never go happennnplease repeat third timennthe fourth time go tan fine although checkin routine stay confusion confusion solution spray tan didnt go well malfunction way use happen lot machine seem old anyway girl give credit account five session left importantnnthe fifth time go must bad day someone girl help serious attitude problem much come tell didnt appreciate way treat thats really unusual believe politeness cost show consistently place could never get account right cost time constantly anywaynnfor sixth visit call first verify amount tan make appointment go someone name <person> answer phone go computer couldnt find anything say must use tan say even case id still one extra left time spray machine didnt work say sorry nothing nnokay patience almost run tell positive person speak say fix say verbatim well dont know come wasnt stop laugh incredulously say imply steal something say rude slam phone really really nnso display complete unprofessionalism call back speak <person> tell somehow hear whole conversation rude one right accuse steal proceed tell <person> initial conversation admit know never member never tan never pay money stop know think twilight zone toonnso much could go wasnt like could get computer prove anything get keep money without give service pay final word get screwednnwhatever dont tan unethical management tell theyre franchise complaint come back imply nothing yikes bad business']"
11,34,11_bar_lounge_nice_place,"['bar', 'lounge', 'nice', 'place', 'sport', 'area', 'watch', 'pretty', 'drink', 'org']","['<fac> one <org> used building bar downstairs area well worth mentioningnntypically student haunt provide would expect bar type also provide food show variety sport tv screen seating comfortable booth padded seating small dividing wall segregate bar area full people without feel waynndrinks reasonably price food typically student style fajitas nachos burger dominate menu try confirm tasty worth cheap pricesnni typically quieter weekday even term time atmosphere relax however bar big sporting occasion show <fac> theatre fresher week bar lot busiernngive <org> go want cheap student grub relaxed drink friend', 'besides <org> bar inside <org> <org> bar another amaze look bar visuals place psychotropic main lounge seat area look onto vega strip make people watch show seat place float like swing hold heavy chain decor swank cover wait line open casino floor freely walk like bar within <org> specialty drink menu great selection may find sit drink night people watch light show bond enjoy', '<org> pretty solid little sport bar nice irish theme pretty comfortable seat also really big front patio pretty fun hang nightnnthe beer selection pretty good little subpar selection bar area nice mixed drink though way food vegan friendly pretty much fry hummus black bean burger however contain egg remember properlynnkennedys one place would go friend watch sport game really nice tv good atmosphere']"
12,32,12_vega_stay_strip_la,"['vega', 'stay', 'strip', 'la', 'place', 'casino', 'hotel', 'org', 'best', 'pool']","['friend <person> tell come experience real vega call one local spot stay nby website <org> look cool dark artsy hotel show something else havent seenbut believe place way well real life lounge play really dark lounge music play old <person> film tv art everywhere bed cozy best part food order grilled salmon omelet dont judge starve late night vega never eat well food never stay another hotel place place stay vega', 'another la vega classic time venture la vega strip beat hidden gem dont think go wrong anything menu pork chop say top notch service also good las vega give couple place think fora treat like dirt think know talk skip bellow average food come <fac> live la vega cryin loud', 'happen vega stay vega right nnha love share adventure well least cant reveal good stuff however tell one place like stay vega <org> rule one rule ill stay strip like middle action <org> always good keep come back always offer room upgrade come ive end suite every time ive stay maybe think im someone im whatever im complain reality really pay store thing occasion sleep hour im live sin city']"
13,31,13_bar_pub_dive_irish,"['bar', 'pub', 'dive', 'irish', 'fac', 'place', 'drink', 'beer', 'though', 'good']","['stop conan doyle back pleased warm inviting decor perfect place sit back sip single malt watch rain patter bay window fact exactly several hour pub perfect spot break play tourist avid traveler relate need take moment im sure conan doyle serve essential neednni find staff kind courteous one point even inform edinburgh pub crawl become highlight trip also take time point several regional scotch certainly make good pub crawl night however although like pub much see would find bit touristy everyone anyone ever read <person> novel expect find <person> drunk corner hey joke recent poll say something like 58 brit think <person> real 80 american hold opinion get past really nice little spot perhaps little intriguing tourist local star rating local star rating tourist might accurate', 'would say old dive bar look around <fac> busy saturday night observe unusually high number middle age old clientele see people still come theres plenty enjoy cheap drink escape clubscene side <fac> pool random bar game dance floor want shake itnni remember enjoy <fac> lot young dive back dont remember feel run really cant stand <fac> open roof top cover twothirds bar smoker love hate less turns <fac> feel like one bar scottsdale smoke inside one bar wreak cigarette upon exit unless sit small cramped indoor bar', 'institution <org> one famous pub edinburgh like jekyll hyde go gothic addams family theme convert old church certainly pull well inside scientific experiment bubble away fake cobweb adorn wall dj booth find pulpit famous bit monster though winch high pub lower middle growl people operatic score good fun enough recently every monday midnight saw updated version staff dress medley different horror creature vampiresses corpse bride <person> real chainsaw little plastic one real fking chainsaw <person> etc bit boogie mash <person> beyoncu00e9 etc end undead wedding completely pointless one best bit pub entertainment ive ever seennnthe pub bit tourist trap reflect price even discount student card available still u00a3350 pint also despite bar huge limited selection beer offer food good though quite offersnnoverall <org> good want slightly different pub experience poor beer slight overpricing mean wont come often definitely one tourist good laugh everyone else well']"
14,31,14_crab_shrimp_dish_seafood,"['crab', 'shrimp', 'dish', 'seafood', 'lobster', 'leg', 'meat', 'vega', 'go', 'wonderful']","['go <org> crave king crab leg since go watch beatles love dinner instead get overly salty thaw legs sadness nnthe review right food cold would think everything hot since get right around peak dinner time idea italian food basically pizza kind pasta fine understand risotto ravioli much ask buffet set sushi look old stale didnt even bother chinese dim sum stuff good comparison like prime rib crab bisque realize use imitation crab cmon cant girl get fresh real crab meat maybe get spoil <org> buffet id happily spend 15 next time go instead', 'dissapointing nni make trip <org> crablegs recommendation yelpers really let seafood selection mostly fry drench butter even thing never see cook way like crawfish one type crab deep fry justice crab turn meat sawdust steam snow crab leg finally come doled patron descend exhaust immediately boiled crab leg fresh crab meat mushy shell would break half easily steam longnnthe upside decent surprise dim sum korean barbecue section good dumpling spare rib frog leg pineapple sticky rice also tasty skip sushi bar thoughnnthis place ok asian buffet disappoints seafood dont live close skip long drive', 'date night great crab restaurant ever snow crab rajun cajun seasoning xxx spiciness wasnt spicy would like would atomic haha love everything steam bag prepare shrimp theyre peel wait minute get table sausage perfect waitress best always stop make sure take care even though rush customer love put paper go go last week go next week birthday place good <org> crab shack <org> truly amazing go crab shrimp also catfish calamari tv everywhere prepare use lot napkin perfect place']"
15,31,15_beer_bar_good_favorite,"['beer', 'bar', 'good', 'favorite', 'ipa', 'great', 'wing', 'burger', 'spicy', 'selection']","['favorite brew pub madison beer generally excellent upscale tavern fare delicious steer friend family whenever cannnthe hog wing appetizer could meal unto order least one per person calamari perfectly bread friednnmy wife love stroganoff bbq mac cheese wonderful comfort food dishesnni prefer baconcrusted meatloaf either entree sandwich combination bacon spicy ketchup elevate already moist tasty meal well folks think meatloafnnmy complaint burger may large feature halfpound local beef <org> recommend tiger burger top roasted mushroom caramelize onion lot provolone bacon prime rib good barely look burger menunntheir beer dinner several course even good food pair short pours beer amaze', 'find place <fac> decide give try surprise size place theres inside bar outside bar ton tv inside two outside outside bar outside bar perfect beautiful weather bar tenderdoug helpful go favorite recommendation selection beer beer price good price like lot place good selection draft beer carne taco think great meat dry like place carne taco cabbage right also buffalo slider pretty good bar food thing interested spanish rice come taco taste fine texture instant microwave riceick besides could day drink day didnt work', 'go lunch empty dining room lot tv wall able watch couple march madness game time lunch special pretty good deal get soup salad well choice meal 69 baja 500 sandwich juicy chicken breast spicy sauce good battered thickcut fry ok little mushy inside didnt stop eat nnthe beer sampler lot beer give sample 34 oz essentially two pint beer waiter also give extra sample <org> ipa tap extra charge beer good like stout scottish ale ipa best']"
16,30,16_bartender_beer_bar_drink,"['bartender', 'beer', 'bar', 'drink', 'go', 'person', 'place', 'hour', 'ask', 'shot']","['really look forward place open couple month ago finally cool place enjoy quality craft beer chandler im sad say place keep disappoint keep tell poor customer service incidence circumstantial isolated occurrence fact seem trend nnthis incident today really piss arrive <org> around 530 wait 45 min totally understand friend go bar area stand front 23 bartender response min say ok maybe well good luck upstairs get upstairs wasnt busy bar bar stool open sit hop get attention bartender time get greeting even look cool dude one bartender even wipe bar front buddy look interaction sort shame perch 12 min look like thirsty idiot decide go <org> much good experience finally beer nnim craft beer trader always local bar town sampling craft brew never mention support place would recommend hungry monk water hole san tan wilderness brewing go perch', 'want go <org> ignore treat poorly bar younwent watch second game world series seat right away go happy hour special drink 36pm 20waitress bring first 12oz draft plastic cup leave 15 minute later come back throw wrist band table say need wear happy hour last saw place busy saw waitress stand frt bar go bartender get beer bartender go charge beer say order thru waitress tell would never come back table get one beer leave place go many sport bar vega go', 'update review since place change much since last review nnsome really good bartender fire run since last review <person> <person> <person> <person> specific pretty much every good bartender note first review place turnover pretty high nice bar tell something nnif gamble expect drink comped take note get one drink every 20 put one place doesnt matter long play matter much money put put 20 hit something decent kind isnt easy tight machine play back one drink get stick tab basically cash anytime hit something decent start possibly get around thisnni tell corporate policy odd consider place <org> include <org> <org> dont seem stingy cheap beer playingnnanyways happen numerous time place last incident push edge put 100 play couple hour get hand tabnnwhatevernndo favor area go <org> amazing craft brew selection good food reasonable price 40 big screen tv watch game <org> great bartender great food price <org> <org> much good place spend money nickel dim cheap bud light play machine like <org> goldnnmy first review place state best place northwest certainly case anymore really sad consider much money put place place go areannit really nice place really good employee food pretty good even though little pricey side nnproblem inconsistent cant seem figure want maybe someday itll get figure pas']"
17,26,17_place_beer_service_would,"['place', 'beer', 'service', 'would', 'think', 'get', 'person', 'bring', 'night', 'go']","['im give <org> star food 15 star service want love place really know mom pop place fantastic review already <org> <org> think would cooler phoenician could make new place nnperhaps hit night random saturday service horrible take neighbor dinner comment could die back wouldnt notice wait least minute anyone come give menu take drink order alert first time establishment ask recommendation give wtih minimal enthusiasm try give eye nod stop short get refill drink meal nnon plus side food good crave since initial visit combination plate let taste yummy chili relleno taco enchilada fantastic neighbor get special seafood enchilada rave well nni definitely visit service isnt good maybe ill turn new special takeout place', 'give two colleague already write experience seem little much weigh go anywaynni wasnt wow <org> swanky place take client youre stick downtown cant get anywhere else interesting hotel really nicely guest shock could nice hotel pittsburgh although think say pittsburgh hotel entrance restaurant rather unassuming host podium oddly situate neither right front door side someone get flow entry rightnnanyway nobody host podium arrive little shocking however like wait staff especially enjoy open kitchen concept food good spectacular didnt find particularly inventive almost certainly little overpriced however quality ingredient top notchnnits place go see see whole local sustainable thing fantastic although one might wonder expensive didnt come far also say one huge detraction acoustic super loud place suppose tastefully modern doesnt seem consistent ambiancennill also mention bathroom awfully far away think whoever architect didnt plan lot small little detail unfortunate find fact', 'much like beer good service <org> plenty find lack patron personality even though get feeling design accident nnthe food nyou know appetizer appetizer menu nothing wow factor wasnt maybe come back another time price expect adventure carefully design meal doesnt stick defense please mass nnthe beer nyes beer several whole spectrum recommend malty beverage id say would recommend mu00e4rzenbier call mu00e4rzen color dark taste find pleasurable fact think beer worth sample place nnthe service nid say service extremely professional greeter personable waiter waitress couple serve party believe service depend party look like fit desire clientele might receive less service say service great nnthe overall nfor business casual lunch dinner meeting think place place especially client try grease beer drinker even tasty drink average guy kind establishment franchise actively try avoid bland price stated blandness high consider service would foodie cant stand behind']"
18,23,18_cream_ice_cake_cupcake,"['cream', 'ice', 'cake', 'cupcake', 'dessert', 'sweet', 'juice', 'boba', 'vanilla', 'sundae']","['shazam nnalso best cupcake ever nnin celebration husband 41st birthday last weekend ask motherinlaw currently hail vega transport 48 cupcake la vega joshua tree across mojave preserve road trip girlfriend <person> loathing las vega except instead ether bat cupcake lot lot cupcake nnwhen press answer question kind cake want birthday year husband suggest bakery call best bakery la vega know still idea consider lack sweet tooth im eternally grateful make recommendation peruse website poring photograph flickr page hook call bakery order one dozen following flavorsnnchocolate love vanilla chocolate cake top vanilla buttercreamnnapple cider cinnamon swirl cake top apple cider buttercream dust cinnamon sugarnnhop scotch vanilla cake top vanilla buttercream dip butterscotch ganache selling cupcakennpucker raspberry cake top lemon buttercream winner <org> 2010 vega best offbeat dessert nni also pick desertthemed cupcake design find bakery flickr pagennhttp wwwflickrcom photo retrobakery 5053618397 nnadding design cupcake price considerably worth every penny warnt cheap shore purdy happy discover emblem also delicious didnt detract individual cupcake flavor waynnoverall love every one flavor pick chocolate love vanilla surprising quartet manage make something va va voom something triedandtrue artfully party try apple cider cupcake think little sweet finish next morning however absolutely trouble eat cucpakes one right apple cider incident could fluke moment nonhunger overall favorite flavor pucker holy man moses tart tangy flavor lemon buttercream perfect cut sweetness buttercream exactly right flavor complement raspberry muffin part nnnow little group friend may choose live bumfuck california hail globe share time major city im try say eat freak cupcake lifetime first cupcake know mean cupcake nni think get pointnnat opportune moment last saturday finally able grab husband elbow make stand still long enough blow candle pick flavor everyone follow suit happen next remarkable fine line around people eye begin fall away several people begin giggle people star furiously paper plate chew vigorously try simultaneously savor moment also make room next one ten minute less ten people skulk around table eye choice select next victim others surreptitiously look tupperware tinfoil cloth grocery bag anything remotely cupcake size might fit one road mmmmmmmm sound punctuate people say thing like oh god come tell several people snag business card others start brainstorm scheme might know las vega would willing exchange cupcake fact since great cupcake unveiling tourism las vega <fac> increase 150 im already plan ask mother law come back week bring another two dozen nnwhen live town full shitty grocerystorebrand cake momandpop bakeries find right cupcake 41yearold man birthday party challenge lucky theres <org> purveyor fine party cupcake cake occasion', 'someone town obvious upon step inside <fac> institution like mom pop place especially eatery history cuteall pink retro even arcade area side kiddy enjoy thick layer dust coat knick knacks around cashier yellowing clipping family circus cartoon indicate many generation enjoy sundae banana split tired dingy wall must witness much history year desperately need fresh coat paint still happy place like vibe nice meaty burrito different part town mood dessert thats saunter grab seat counternnaccording menu top hat sundae consist fluffy sugar bowl creampuff fill creamy vanilla ice cream shower hot fudge 495 sound perfect occasion really look forward big scoop ice cream sandwich within sliced flaky creampuff rich creamy custardlike content ooze ice cream mix hot fudge behold custardlike yumminess within creampuff ice cream actually stuff creamless puff smother hot fudge disappointment crave something extremely decadent instead awkward combination mix well hot fudge soften moisten dry puff melting ice cream puff dry saw apart spoon piece would fit mouth make sure dry puff get stick esophagus wash glass water carefully chew ice cream fudge perhaps assume much think creampuff would actually contain cream put ice cream like contrast temperature texture however ice cream hot fudge hot fudge sundae characteristicnnfor venerable oldfashioned institution would hop ice cream manufacture hand within store ala homemade creamy dairy taste ice cream stiff cakelike softcreamy remind higherend stuff buy supermarket dont object factorymade ice cream general way establishment look expect <org> defense however claim anywhere menu ice cream serve handmade store realize restudying menu follow first unsatisfying bite order item cannot speak sandwich salad overall mediocre experience lead believe many local come sense loyalty experience nostalgia young year oppose excellence food dessert glad experience next time im town probably wont go way return relive', 'goodnnwe come tuesday come back next night good tuesday owner <person> work great pleasure speak girl work wednesday night equally kind courteous minute walk <person> greet say welcome <org> every hour happy hour great tag linennthe hard part eat ice cream choose flavor want <org> offer small selection standard nonalcoholinfused variety claim famennif check web site http leescreamliqueurcom flavorsandtoppings2 see long list flavor offer every night go two night row different selection one night nextnnwhen first night offer strawberry margarita jack daniel chocolate swirl mango margarita brandy alexander chocolate vodka matini several others try many could make choice jack daniel swirl strawberry margarita excellentnnthis great idea one see replicate anywhere else ice cream serve cup spoon garnish toasted waffle cone amaze good flavor mix together yes price bit high compare serve size felt worth give complexity recipe fact ice cream parlor need liquor license nndesserts sitdown restaurant cost considerably usually good ice cream one reviewer say go <org> future want everyone else offer ice cream want really unique frozen treat highly recommend <org> cream liquernnneeds improvementnthe decor sparse think attempt throwback olde tyme ice cream parlour 1950s opinion miss mark go sort motif would expect see long service counter soda machine shake malt machine behind counter nnby contrast would expect place progressive one modern look perhaps neon rock music playing think every hour happy hour tag line would expect something close nightclub decornnlees one trick pony ice cream cup go suggest anything would suggest add thing like fountain soda beverage like red bull monster coffee doesnt even fancy coffee like espresso nice cup coffee ice cream great combinationnnflavor suggestionsnred bull vodka popular drink bar frequent think would make great ice cream flavor wellnnmudslide serve frozen slushie style typical bar ice cream version mudslide would fantastic']"
19,23,19_place_nice_tux_fac,"['place', 'nice', 'tux', 'fac', 'really', 'love', 'friendly', 'staff', 'kind', 'friend']","['come <fac> first time bunch friend california visit impress well mean service come way north phoenix extremely hang kind make experience kind bad thats bad experience wait 15 min drink cuttery steal roommate slow dont know new restaurant like empty im server im sorry service slow place practically empty shouldnt server nndespite horrible service food good blackbean burger good everything good everyone get something different satisfy restaurant cool totally style staff seem super chill friendly oh totally want thay awesome wine rack first walk innnbut totally back maybe location one closer', 'veryvery small place kinda warm inside summer time people nice dont speek good english make hard communicate well son <fac> everyone party get dress tux girl dress pretty tux fitting guy inaccurate start make payment tux tell would open get close stand outside hot sun call call untill one lady finally answer let week fitting day party shop close lady tell thete call answer wait till ash owe son try tux sure enough pant big little short come back next day fit finally pick wow never throw hassle like dont recommend place anyone unless really patient mess ups wait time', 'ill honest take awhile warm place didnt really like first several visit consider great place stop occasional treat nnpros place lot architectural character theres nice patio area food drink good ambiance perfect catch friend im particularly impress latte art french bakeryquality pastry nncons service slow someone use work <org> im always shock disorganized inefficient staff kind thing would never fly <org> certainly doesnt help place pack evening weekend also wannabehipster vibe get annoyingi think big initial turn although ive since learn ignore nnbottom line nice little cafe flaws extra time go nonpeak hour like treat <org> otherwise <org> lot easy']"
20,22,20_food_carne_asada_time,"['food', 'carne', 'asada', 'time', 'bag', 'fry', 'positive', 'chicken', 'bad', 'order']","['shame check review first area run errand hadnt anything eat day think id check <fac> lunchnni one restaurant owner chef whoever clearly busy something host stand busy really acknowledge come ask restroom even come back barely look take hint perhaps mean bathroom pit stop persist ask could sit sushi bar obligednni sit sushi bar minute come give sushi menu take drink order order roll fire roll 695 yr roll 1295 overpriced spicy roll decent earthshatteringnni give guy credit attentive bring diet coke soon finish first glass ask less 72 time food good need anything nni cant say ill back since would much rather go <org> street <fac> bad youre shopping complex major sushi crave', 'first time kinda cool allyoucaneat peanut bread roll really good rest food average great bad id probably give star food maybe 25 star <org> allowednnbut inconsistent time particularly badnnthis second time walk sit half hour dont get water menu ask receive many apology server disappear bring come back 60 second see decide go least 1520 minute get leave nnthats right sit table nearly hour get water menu ask never get even submit ordernnnever food always average service either good bad time bad food certainly isnt good enough tolerate thatnnat least get peanut otherwise would get headache hunger', 'say absolutely love <org> initially hesitant check ever since first experience ive go back consistently day hit least week lunch special huge burrito chip salsa drink sometimes even twice week personally prefer chicken carne asada wasnt half bad either find something like somewhere dont tend venture far outside usual order cant really comment much else menu say service always good food delicious always something least moderately entertain tv seem like theyve get good selection alcohol beer ive never really go intention get drunk overall gotta go star keep good work']"
21,22,21_customer_say_drink_ask,"['customer', 'say', 'drink', 'ask', 'card', 'hookah', 'server', 'take', 'wait', 'tell']","['bad experience location town vacation friend <org> suggest go group 1215 take seat fine whatever biggiennbut sit waiter take forever even say hi small talk table behind people serve finally come order anything want get round shot start vacation six shot take twenty minute come bar arms length away want saddle shot bill right away charge gratuity shot whatever wont tip let passnnalso someone mention card hassle state id even though everyone group 25nnthe waiter continue take forever become frustrate start go bar get drink 2nd 3rd round manager tell need stop go bar get drink let waiter serve really want gratuity sit tell slow frustrate service tell hell make good ask want drink say get itnnso youd think free beer house right nope get tab end night drink hand bill manager say never say free say would get oh thanks great servicennwill never ever step foot place customer service food drink fine bad service ive', 'could give star would nafter make reservation 230 tell busy would wait table offer table dining room tell would still small wait want watch playoff ask much long split two open booth general manager <person> step say would wait big party sit ask long say 10min say thats fine would wait sit 10min later server come one table wait awhile ask talk manager <person> say wait say tell pointing sit table would wait reply yes wait seat serve clearly make upset say back tell would wait state seat say like leave really im ask leave back mind sister brother law kid husband sister say really treat customer manager say get leave ask refund gift card purchase prior week refuse say must leave restaurant point leave back restaurant ask speak since party leave server say would come back give manager name sister eat every monday call order go employee know name order often come never treat way', '<fac> many time attend <org> <org> mostly never leave think wont back well leave <org> feeling like would never back decide call management morning see could take away bad feeling upon leavingnnthe night start well <org> website hookah 2010 refill think great discount compare <org> decide hit new place husband come werent greet decide go patio area seat seat promptly greet waitress bring menu also make great suggestion first glance menu notice hookah price 3015 refill well say already really want hookah decide stay also menu state spend 50 guest never see menu life figure hookah 30 drink 24nu confessional great would spend 50 minimum promptly bring drink also hookah get hookah drop didnt ask know use even try make sure workedlike hookah place agree review hookah burn quickly husband great time decide get refill second refill well <org> guy keep come change coal make sure work properly nnat 2am ask server bill great night turn bad give bill 20 gratuity already place bill last check thats party also know suppose tip waitress waiter get tell mein recession none less much suppose tip server wasnt tell would protocol waitress say automatically charge order hookah sit table think suppose stand hookah come cash pay hookah drink say cheap people please recession hard earn money go towards something want happen something business think put end bill want nni paid bill call nunext day price website different get also nothing menu state party would pay 20 gratuity well go bad worst get manager name website call lounge manager happen pick explain happen explain good time lounge everything nice say didnt complain price hookah different site 20 gratuity party little two much first apologize get correct information go tell vegas nightlife suppose pay maybe aware vega night life never husband go least time month pay gratuity two tip well 20 steep explain werent tell talk basically opinion didnt want fix problem see customer service 15 year way treat phone show bad review feel like get arguing match phone ask anyone high felt wasnt take feeling consideration business advertises website totally different price menu feel like misleading also server dont let customer know 20 gratuity good business understand new business youre get foot wet customer pay ask someone say manager say see theres director well say didnt know director could couldnt say return money 20 gratuity 10 pay hookah get bad customer service want compensate say would return gratuity try make feel bad take server explain didnt feel bad work company didnt practice good customer service thing werent explain <org> club lounge clubs charge 20 lounge']"
22,22,22_husband_breakfast_sandwich_taco,"['husband', 'breakfast', 'sandwich', 'taco', 'brisket', 'friendly', 'week', 'really', 'love', 'lunch']","['well wife go <org> prior go see movie last week corn beef sandwich lovely lady turkey dinner corned beef really good ample supply meat sandwich bring back visit nyc honest quite good good deli valley <org> <org> etcnnthe turkey dinner excellent go place want thanksgiving july really really good shave bird front like <org> flavor actually good get much large portion well taste plus large serve win every time opinionnnin regard service wait charming lad might scottish irish pretty busy still take time talk menu week agoforgot name encourage come back enthusiastic menu refill prompt courteous funny quite charmernnall return crave authentic jewish fare ten dollar bowl soup sound little high pricewise server tell totally worth due amount stuff cram bowl cheer good luck gem tuck away north scottsdale recommend itto friend', 'eat lunch today husband really blow away get carne asada taco carne asada mini taco husband get two al pastor taco fyi mini taco mini theyre standard size street taco taco huge load fixins whole season pinto bean tomato guacamole sour cream etc good try husband al pastor meat addictively good sweet rich flavor also order aqua fresco think thats theyre call fruit juice drink ive never anything refresh manager <person> let get two flavor pineapple mango amaaaaaazing everyone friendly manager even walk table take time talk kind welcome incredible service family feel definitely plan come back whenever im vega try nachos fry maybe burrito recommend try place', 'husband make <org> regular stop love mix hawaiian soul food offer family run place husband usually act cook wife usually help customer also sometimes family member friend work well small staff mean food always take usually call head lay back friendly atmosphere always greet cheerful hello auntie hello uncle upon walk know name two visit nnthe short rib favorite thing really salty flavorful well husband favorite chicken katsu breading sauce delicious also really enjoy extracrispy catfish french toast breakfast mini burger great dont recommend pasta salad come every meal though bland usually leave portion hefty without overkill perfect husband im always stuff leave finally give military discount 15 active duty 10 dependentsnni recommend place casual friendly flavorful meal especially call order ahead']"
